45.7804533333333,4.92622166666667,2015-04-17 18:53:12
45.780105,4.92611666666667,2015-04-17 18:53:22
45.7797766666667,4.92617833333333,2015-04-17 18:53:32
45.7798,4.92627833333333,2015-04-17 18:53:42
45.779785,4.92630166666667,2015-04-17 18:53:52
45.7798133333333,4.9262666666666695,2015-04-17 18:54:02
45.7798133333333,4.9262666666666695,2015-04-17 18:54:12
45.779905,4.92621,2015-04-17 18:54:22
45.779823333333304,4.92633166666667,2015-04-17 18:54:32
45.779876666666695,4.92635166666667,2015-04-17 18:54:42
45.779876666666695,4.92635166666667,2015-04-17 18:54:52
45.779876666666695,4.92635166666667,2015-04-17 18:55:02
45.7798666666667,4.926495,2015-04-17 18:55:12
45.7799083333333,4.926375,2015-04-17 18:55:22
45.7797533333333,4.92634166666667,2015-04-17 18:55:32
45.7797616666667,4.92632,2015-04-17 18:55:42
